T18,Employment by economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,Employment by industry: Agriculture (%) Male and Female,35.2400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Industry (%) Male and Female,22.6200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Services (%) Male and Female,42.1400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Agriculture (%) Male,34.0400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Industry (%) Male,25.4600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Services (%) Male,40.5000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Agriculture (%) Female,37.0600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Industry (%) Female,18.2900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2005,Employment by industry: Services (%) Female,44.6500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Agriculture (%) Male and Female,30.8000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Industry (%) Male and Female,22.9800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Services (%) Male and Female,46.2300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Agriculture (%) Male,30.1500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Industry (%) Male,26.7700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Services (%) Male,43.0800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Agriculture (%) Female,31.8000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Industry (%) Female,17.0900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2010,Employment by industry: Services (%) Female,51.1100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Agriculture (%) Male and Female,27.2200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Industry (%) Male and Female,22.6900,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Services (%) Male and Female,50.0800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Agriculture (%) Male,26.7000,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Industry (%) Male,27.1600,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Services (%) Male,46.1400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Agriculture (%) Female,28.0400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Industry (%) Female,15.7400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2015,Employment by industry: Services (%) Female,56.2300,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Agriculture (%) Male and Female,25.4500,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Industry (%) Male and Female,22.2400,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Services (%) Male and Female,52.3100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Agriculture (%) Male,24.9200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Industry (%) Male,26.9700,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Services (%) Male,48.1100,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Agriculture (%) Female,26.2800,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
1,"Total, all countries or areas",2019,Employment by industry: Industry (%) Female,14.8200,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
